text,sentiment,Label
  Yeah I`m okay been icing and ace bandage and sitting on my **** on twitter... LOL Thanks,positive,0
 you`re so gorgeous!!,positive,0
I guess the relaxing dinner and a movie is out for tonight...I was looking forward to that after my day at work,positive,0
 rofl uh huh,positive,0
 This was funny! I have 7.,positive,0
" well doesn`t that look fab, even if I do say so myself!",negative,1
has a terrible headache.  I need relief!,negative,1
"Two months ago, I became irrelevant.",negative,1
Finally sunny days and I`m too sick to go outside and play.,negative,1
 good luck!! How exciting,positive,0
Working up to my vacation to Thailand. Getting more excited every day,positive,0
"Finally a chance to show genuine love, not dependent selfish love, I hope I can do it. My heart goes out to you and I`m sorry 4 ur pain.",positive,0
" I`m game, too bad your leaving HI!",negative,1
So screwed for sat 2 us,negative,1
Just got an IM from another co-worker who just got laid off. Lots of people becoming unemployed,negative,1
 the exact one i was thinking of  the bestttt.,positive,0
"Why does #googledocs do folders, instead of labels like #gmail? I kind of like labels",positive,0
i never knew a dentention was so hard 2 get,negative,1
pacquiao fight was fun at home wif fam and melissa sat.    today was a mission to ikea. srsly 4 different freeways to ge to burbank.,positive,0
my nail broke  I haaaaaaaaate,negative,1
 Dang... that IS disappointing,negative,1
 How much longer is the NKOTB Block Party? Love it! I need to go to bed so just wondering what time it`s over..LOL..thanks!,positive,0
  Thanks! My mom`s seed is larger and already cracked (and planted). I hope Avalina isn`t a dud!,negative,1
hates this weather,negative,1
Cultural tour 102 by loiusa`s family: kangaroo sight-seeing in cemetary. Lovely,positive,0
Flap-a-taco was nice until the plebs came in.,negative,1
"Oh, and yippee for Lyn-Z Way who gets to celebrate Mother`s Day for the first time as a mother.",positive,0
"am chillaxin after a busy BankHoliday, Hope everbody had a gd wkend! Holiday in 12 days!!!  ****",positive,0
Havin a much better day today!! Finished the last Twilight book yesterday. Classes start next week!      Get at me yall!!,positive,0
 NEW motorcycle and you POPPED a cable already? wow-you ride HARD!,positive,0
 Thanks! Welcome back!,positive,0
 i want to experience snow  we don`t have snow here and it sucks,negative,1
i have such a sore head,negative,1
 Thanks Amy!  That video is so awesome!  Did you see TMH?  He`s amazing in that too!! Bouncy Bouncy Bouncy!!!,positive,0
 LMAO...Ha! No I just simply wanted to go to NY!,positive,0
"is bored, cant go on habbo stupid ban",negative,1
" I don`t think I am, my sisters refusn to get me a ticket now.  what you doing next week?",negative,1
 hahaha oh man please come to pomona i would love to see you everyday instead of like once a year if that,positive,0
Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens & yummy sauce. No wine,positive,0
nooooo its raining......had 2 leave the beach,negative,1
Shower. Class. More class. Taking care of my lady-friend. Writing like there`s no tomorrow.,positive,0
Rockstar photographer shoot went great tonight. A little different than the usual stuff - very nice.,positive,0
 great pics! You should try to start selling your race photos to runners,positive,0
"Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody  (especially mine)",positive,0
"_dulay i swear it took me 2 hours to get from bel air to alabang.  but yes, i LOVED reminiscing about our HK trip with you & ",positive,0
The World is just amazing!,positive,0
i have no idea what im doing and i am completely lost.,negative,1
 awww hes too cute!!wish i could`ve gone,positive,0
 I think that may look a little silly -.- Also my camera is broken so no photo,negative,1
just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,positive,0
this day has beasted me.,negative,1
OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE,negative,1
I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr    http://bit.ly/QRz6y,negative,1
 seems to have disappeared out of my life,negative,1
"HAPPY MOTHER`S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...",positive,0
_KittyKat hello new follower  haha!! how are ya?,positive,0
 haha best thing about office birthdays hey,positive,0
"****, I never knew I could miss my phone so much for 4 hours till they told me I won`t have it back till then",negative,1
_Lay aww well I just randomly woke up and now I can`t sleep! Too many things on my mind,negative,1
That`s it? It`s done already? This is one proof that there`s nothing fair in this world.   http://bit.ly/10UEMq,negative,1
"You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!",positive,0
"_3 U know - kids do what we DO - not what we SAY ... well, don`t we all, really  ....",positive,0
Ugh! I wanna play dnd but i know i`m going to fail this final. I NEED to study,negative,1
"  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn",positive,0
 how sad! are you saying that I`m fat?  *tears*,negative,1
I`m trying to find the driver for my Microsoft Lifecam VX-3000 Webcam and can`t find it anywhere! anyone have any links?,negative,1
Finally get to lay down for a bit i have a major headache,negative,1
"  Yes, you should go see Star Trek!  It`s sooooo much fun!",positive,0
"Stupid me, accidentally gave my honey the Atomic flavored buffalo wings and now his stomach feels just awful..... Im sorry baby",negative,1
 very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day,positive,0
 yessir that is 100% right,positive,0
Writing my Music Lit final paper on Mozart`s Eine kleine nashtmusik. Mom is giving me a hand...and I`m actually having a GREAT time,positive,0
i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.,negative,1
 aww thanx andy,positive,0
Some goodies bagged at the car boot including some very cute cross stitch birds for my craft room! The man selling was a sweetie,positive,0
has just finished ironing his clothes for #Church. Gonna walk the dog now then grab a shower/shave and be off  #jottonia looks good too,positive,0
 COOOOOOOOOL... DOOOOOOOOOWN... Patience... Is... Virtue...,positive,0
Going to the courthouse to pay for tags & taxes on all our cars...this is gonna be expensive.,negative,1
So tired & ready for bed!! Really in the mood for salt & pepper chicken wings & noodles but have no money on me for a Chinese!,negative,1
The usual. Two family parties today. Happy Birthday Lily!  http://twitpic.com/4w472,positive,0
GOODNIGHT MAGIC AND PRETTY WORLD,positive,0
Mad tired. But it`s the hols! I miss chomp chomp terribly!,negative,1
Good morning  ready to start this week.,positive,0
" I`ve read good things bout it. Just not feelin it tonight. Proly finish it tomorrow, after Star Trek",positive,0
So glad I`m finally done with finals!,positive,0
watching 'That Thing You Do' on Comcast. Missing my boo like crrrrrazy!,negative,1
It just had to rain on me almost a perfect day now my clothes are wet,negative,1
 I miss u guys too  I prob won`t b bk til august sumtime... But if I come bk anytime b4 then ill 4 sure let u kno!,positive,0
" lol, i`ve done that one b4  i`m a victim 2 that! lol",negative,1
i would slip and fall... on the dirty school bathroom floor. fml.,negative,1
Just got confirmed that itï¿½s pizza-time with some ex co-workers on friday...looking forward to it,positive,0
 ugggh idk how to do that  but i only wanna stop getting texts from twitterr  -ilsE*,negative,1
can`t wait to november for Jobros concert ! In examination,positive,0
"Just came back from watching Terminator Salvation @ Cathay. It`s so-so only, not so much action  but I feel sorry for Marcus though.",negative,1
I can`t believe I thought I had a morning shift today and told Alex that I could take him to the airport.  His flight is during my shift!,negative,1
"My poor heather, she didnt make the cheerleading squad. Im sorry babygirl. Maybe next year",negative,1
i jus love doin night shifts...will be done in an hour,positive,0
I have to reupload the **** thing again,negative,1
" You know, your updates are really amusing.  How was the prop auction?How much did that baseship bed go for?",positive,0
Loves the fact that there`s only 5 days of school left,positive,0
 Oh no!! I hope it`s not bad,positive,0
 awesome..am headin there that nite after my grad dinner  c u then boi! hehe,positive,0
"_beery Yeah little rough this morning but more tonight, and tomorrow night if all goes as planned. Caloric intake off the charts",negative,1
" Aww, congrats to the family. ;) Send me piccies in the email!",positive,0
"Uber Bored ATM, after Out of the Blue, will have shower, then watch house or numb3rs (vid) then CSI + CSI NY + Bones Double . .. . YAY!",positive,0
okay okay sleep for realz now! Goodnight!  ::waves to followers::,positive,0
"Omg, my mom just called... Im too late... Hes gone",negative,1
Just lost my internet signal  how will life go on,negative,1
 sorry we didn`t get a chance to chat at #screengrab09. Caught glimpse of you across room but was dragged home prematurely,negative,1
"__buckley Good for you mate, sadly I couldnt get pissed tonight **** driving bad times",positive,0
i just bit my tongue.  blood everywhere!!!,negative,1
 very very cute  and fun to watch.,positive,0
"Great weekend, even though my site is not moved. Plenty other things to do and learn. Keeping the faith and looking to the future",positive,0
 don`t know it really hurt my arm. guess you have to booze me.. or just ask  or  if you don`t believe me!,negative,1
Not going to the dance recital and now i feel like a piece of **** cuz it cost so much money,negative,1
"tiiiiiiired! Going to bed! Drinking leads to making out with boys, who you later forget their names.... Don`t drink kids. Goodnight",negative,1
